87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,6,24,24,12,12,6,24,24,24,24,24,24,24,24
100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,24,24,24,24,24,6,12,12,24,24,24,6,6,6
12,24,24,24,24,18,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,24,24,24,24,24,24,24,18,24,24,24,24,24,6
22,23,23,23,23,24,24,24,24,24,6,24,24,24,24,24,24,24,24,24,0,1,2,3,4,5,6,7,8,9,10,24,6,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
35,36,36,36,202,37,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
35,36,36,36,36,37,12,24,24,24,24,24,24,24,24,24,24,24,24,18,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,24,24,24,24,24,24,24,24,24,12,24,24,24,24
35,36,36,36,36,37,24,24,24,24,24,18,24,24,24,24,24,24,24,24,0,1,2,3,4,5,6,7,8,9,10,6,24,18,24,24,18,24,24,24,24,24,24,24,24,12,24,24,24,24
35,36,188,36,36,37,24,6,24,6,24,6,24,18,24,18,24,6,24,24,0,1,2,3,4,5,6,7,8,9,10,24,24,24,18,24,24,24,24,24,24,24,24,24,24,24,12,24,24,24
35,36,36,36,36,37,24,24,24,24,24,24,24,24,24,12,24,24,6,24,0,1,2,3,4,5,6,7,8,9,10,18,24,24,24,24,12,24,24,24,24,24,24,6,24,24,24,24,24,24
35,36,36,36,36,37,23,23,23,23,23,23,23,23,23,24,12,24,24,24,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
35,202,36,36,36,37,36,36,36,188,36,36,36,36,36,37,24,24,24,24,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
35,36,36,36,36,37,198,199,199,199,199,199,199,199,200,37,24,24,24,24,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,24,24,6,24,6,24,24,18,24,24,24,24,12,24
35,36,36,36,36,37,49,49,49,49,49,49,49,49,49,50,24,24,24,18,0,1,2,3,4,5,6,7,8,9,10,12,24,24,24,24,6,24,6,24,24,24,24,24,24,24,24,24,24,24
35,36,36,36,36,37,62,62,62,62,62,62,62,62,62,63,64,24,24,24,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
35,36,36,36,36,37,75,75,75,75,75,75,75,75,75,76,77,24,24,24,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,24,12,6,24,24,24,24,24,24,24,18,24,24,24
35,36,36,36,36,37,75,75,75,75,75,75,75,75,75,76,77,24,24,24,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,6,6,24,24,24,24,24,24,24,24,24,24,24,24,24
35,36,36,36,36,37,88,88,88,88,88,88,88,88,88,89,90,18,24,24,0,1,2,3,4,5,6,7,8,9,10,24,12,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
35,36,36,36,36,37,101,101,101,101,101,101,101,101,101,101,24,24,24,24,0,1,2,3,4,5,6,7,8,9,10,12,24,24,24,24,24,24,24,12,24,18,24,24,24,24,24,24,24,24
35,36,36,36,36,37,24,24,24,12,24,24,24,24,24,24,24,24,24,24,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
35,36,188,36,36,37,18,18,12,24,24,24,24,24,6,24,24,24,24,12,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,24,24,24,24,24,6,24,18,24,24,24,24,24,24
35,36,36,36,36,37,12,24,24,24,24,24,24,24,24,18,24,24,24,24,0,1,2,3,4,5,6,7,8,9,10,18,24,24,6,24,24,24,24,24,18,24,24,24,24,24,24,24,24,24
35,36,36,36,36,36,23,23,23,23,23,23,23,23,23,23,23,23,23,24,0,1,2,3,4,5,6,7,8,9,10,6,24,24,24,24,24,24,24,18,12,24,6,24,24,12,24,24,24,24
35,36,36,185,186,186,186,186,186,186,187,36,36,202,36,36,36,36,36,37,0,1,2,3,4,5,6,7,8,9,10,24,24,24,6,18,24,24,12,6,24,24,24,24,24,24,24,24,24,24
35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,188,36,36,37,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,24,24,24,24,6,24,24,24,24,24,24,24,12,24
48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,50,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,12,24,12,24,24,24,18,24,24,24,24,24,24,24
61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63,0,1,2,3,4,5,6,7,8,9,10,24,24,18,24,6,24,6,24,24,24,24,6,24,24,12,24,24,24,24
74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,76,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,24,24,24,6,6,24,24,6,24,24,24,24,24,24
74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,76,0,1,2,3,4,5,6,7,8,9,10,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,76,0,1,2,3,4,5,6,7,8,9,10,12,24,24,12,24,24,24,24,24,24,24,12,24,18,24,24,24,24,24
